user_id,sample,event_month,post,All_Logins,PC_Logins,Discretionary,Clothing,Entertainment,Restaurants,Travel,Cash_Withdrawals
X_1,X,8,1,15.397073949429155,5.419473823771723,4.762221216765395,4.715077496254199,4.99279803587802,4.560063420808285,4.8351486571428195,5.21476449302454
X_1,X,9,1,15.113264691595504,5.3731602143856145,4.670273376248152,4.746669304846804,5.044040344858113,4.5240156432777665,4.804490714823191,5.179476364656043
X_1,X,10,1,15.169062189466882,5.625132029628401,4.581979814582377,4.699274642491036,5.190162975061533,4.582363968097371,4.7122694820835385,5.047931122641415
X_1,X,11,1,16.219207880357438,5.613866911970427,4.66721498370644,4.762113247809765,5.0077086416319965,4.477764437266723,4.686174613377786,5.000923444218014
X_1,X,12,1,16.56725995029946,5.659855540335819,4.746644577495712,4.6818744762402655,5.092052940876052,4.517277733934118,4.960301644834545,5.010349718725757
X_2,X,-3,0,5.081153819515143,4.680899470590345,5.428249966453755,4.941179143364534,4.812199073418428,5.051026652302856,5.052128653920262,4.849350797176591
X_2,X,-2,0,5.297901271763522,4.352416451156181,5.358543013128624,4.898419871572934,4.696079166838404,5.221111147130032,5.207568682970293,4.685289457089329
X_2,X,-1,0,5.459762072533343,4.745416355225901,5.399592231588436,5.114551360402056,4.654097654139512,5.120621990269132,5.047082588928204,4.800453450124035
X_2,X,0,1,16.567711925593606,4.326419141469119,5.332832370435909,4.823491348864084,4.552902273744117,5.028521409657287,4.8488338485106794,4.524873779451721
X_2,X,1,1,17.152343719888822,4.896037366738304,5.304223066004204,4.884120110387514,4.599645053250364,5.013117704449308,4.865926226296463,4.563427784133977
X_2,X,2,1,17.27950168148929,5.274202105681931,5.198038091484814,4.9276892820901494,4.52524653561063,4.947921611639595,4.887623452347044,4.579518071550509
X_2,X,3,1,17.632214066695234,5.577520954064668,5.178336787004143,4.738207199731584,4.589337632595301,5.004772956703376,4.9084738953429286,4.512582067777255
X_2,X,4,1,17.98725236531077,5.682547818972941,5.259595698360269,4.724883690665677,4.564436384907293,5.080815402853577,4.811966237227477,4.644587778083805
X_2,X,5,1,17.32269825442819,5.137891396874004,5.1665449085716215,4.722696729587048,4.489625193622993,4.977958684693388,4.785263286951941,4.473702747699839
X_2,X,6,1,16.35556804731022,4.798692550141897,5.217998315251354,4.7029434500739855,4.534621747885995,4.944198110332975,4.815853836688945,4.398573389674746
X_2,X,7,1,17.221736736414133,4.867960294438498,5.2135111182236455,4.743155504410822,4.5400546042711705,4.97857001868469,4.830922532762561,4.520564556891451
X_2,X,8,1,17.079569694844903,4.837385424752693,5.240174634359435,4.807969832868149,4.628104585075366,5.106594583583242,4.967377031547619,4.56156755870796
X_2,X,9,1,16.95703414866209,4.833020603712075,5.3384392723073715,4.762655004038118,4.523561312576576,5.01866141000678,4.71352312245655,4.613647185768324
X_2,X,10,1,16.593888818834646,5.029725781785861,5.246036924435346,4.84687846026667,4.593068596594917,5.009785859495862,4.734797175104623,4.524530895427687
X_2,X,11,1,17.637778764287955,5.297832279723675,5.287921131682553,4.799611135700641,4.429890678231071,5.056324660987252,4.83399091640941,4.541825752451035
X_2,X,12,1,18.110359319110582,5.154748900842862,5.249211310632398,4.855418947994113,4.553044131111653,5.049773538896356,4.8263368872029115,4.502815962601297
X_3,X,-3,0,5.487429209531844,4.263080926872732,5.095053548716761,5.15770757428813,5.316521859670766,4.7603744145708,4.52731754135536,5.43188159411727
X_3,X,-2,0,5.596851606938107,4.188376619196681,5.007842516484564,5.108634223217546,5.286405687769146,4.614670398127484,4.610602823146024,5.181341437681548
X_3,X,-1,0,5.605373328535136,4.423267689023042,5.121206542118371,5.238036389238613,5.2849152407052316,4.6036022995378945,4.404596626811555,5.330525661624722
X_3,X,0,1,16.870720556873522,3.9482439886340375,4.852716584511575,4.999875648241985,4.968260988401425,4.596090999890142,4.358095661084156,4.986309057253185
X_3,X,1,1,17.280927320245922,4.345592111254551,4.9229547346499105,5.082088766242687,5.02419816110989,4.577809698224532,4.303252867860691,5.093659404956435
X_3,X,2,1,17.521610975984135,4.747989231201508,4.89840622424621,4.914437755588183,5.181720720072486,4.534370550047226,4.274779473379684,5.1140020421062635
X_3,X,3,1,17.821081207010508,5.129416503490124,4.896797024515741,4.972207035719991,5.0669594060461405,4.533816460416406,4.326013163921731,4.968206988332773
X_3,X,4,1,18.180794905759736,5.4882008901878985,5.008337075188633,4.891879848239806,5.142312311579456,4.608169880175816,4.433709789202076,5.2892817921412805
X_3,X,5,1,17.619522252831516,4.655959419383404,4.84576637350069,4.9545048320109855,4.9956669261624524,4.441494686968755,4.217437104567187,4.909225646388832
X_3,X,6,1,16.701028175486847,4.539677439138392,4.905690057447739,4.978328857162126,5.047352878809048,4.439543162382226,4.355921952642796,5.030248548753786
X_3,X,7,1,17.328589396546946,4.3324795956350854,4.8623077768443315,4.805191663669407,5.059793340803249,4.6180782044721465,4.229837370088356,5.111451508404081
X_3,X,8,1,17.267249755067407,4.5028009250669765,4.896468993301625,4.891132111733634,5.065910544823908,4.541059866628087,4.353288590068305,5.1607911410970955
X_3,X,9,1,17.10841920729295,4.360757097239286,4.887250122985153,4.9921012115089125,5.098530322807886,4.523729610208712,4.304732364050774,5.240872402738142
X_3,X,10,1,16.765373483867457,4.70584948268144,4.882957501566277,4.932861583647282,5.015321505599541,4.472363267415414,4.178388626885155,5.065707293902621
X_3,X,11,1,18.05828626215174,4.6610818009330055,4.9480183124524375,4.891255647104177,5.0201804734943005,4.452056562460516,4.287173943389206,5.0456729801353735
X_3,X,12,1,18.446272675451194,4.813057909020463,4.986403329974292,4.975487056741467,5.125269069029924,4.486122029715759,4.386255957675077,5.145381477602448
X_4,X,-3,0,5.203367993638881,4.869764848938042,4.275386783065573,4.740337575052734,5.148741326950537,4.927458474796121,5.131066369130307,4.797755219944241
X_4,X,-2,0,5.315567273162542,4.851862844472464,4.3220628851333975,4.664630246750464,5.253182334262358,4.958682615536024,5.139437535252499,4.668400128439385
X_4,X,-1,0,5.199510595370315,4.9091714162037885,4.26942756892129,4.924753288972621,5.17946800684237,4.938131357746659,5.102814041070567,4.65824767853486
X_4,X,0,1,16.610151243283756,4.621409283996617,4.104577337672821,4.668119125519203,5.010046458528882,4.8183219884920625,4.942982855316706,4.582339086875474
X_4,X,1,1,17.104776412978747,5.069144823237954,4.125538604984801,4.598439204885617,5.074638428981374,4.786282192891658,4.9049220738723625,4.544921571646998
X_4,X,2,1,17.334487770047538,5.477688975136615,4.200383647174707,4.555430603416119,5.029627891389493,4.760148198397987,4.859129099007586,4.557669468637497
X_4,X,3,1,17.662288649137434,5.652106232190158,4.131986945967096,4.608713316299104,5.073793383315347,4.932926174815006,4.872654302056214,4.456571708819683
X_4,X,4,1,17.908717762582473,6.093927195756838,4.181224932779515,4.508152189813334,5.087120069470153,4.812811931822183,4.973631360992234,4.675265503084015
X_4,X,5,1,17.39752926693339,5.416899426997789,4.172557111548648,4.562125624572813,4.953597915381896,4.8126598020439015,4.915444986835144,4.466075446293003
X_4,X,6,1,16.445908450136837,4.993201196964802,4.079026408948884,4.504642077353874,5.005907883768597,4.81379596011065,4.766720530525651,4.515281959958285
X_4,X,7,1,17.170788997615002,4.901634657613178,4.077901431198804,4.398188589765568,5.014280167352257,4.802752282546523,4.8068457170243395,4.454050505382074
X_4,X,8,1,17.053011317543888,5.311224917136859,4.135527082393632,4.465774275702952,5.010834484949864,4.845450205699718,4.776499429864313,4.5960897006593635
X_4,X,9,1,16.863496334452034,5.113943401089262,4.23095445470908,4.617259674836244,5.01967720362642,4.793760088750019,5.000011752173886,4.641765365685979
X_4,X,10,1,16.687982716664195,5.24191025589692,4.148410888000206,4.50371340276266,4.984438537810149,4.811743437125083,4.829706098500592,4.4716332054285655
X_4,X,11,1,17.715305209205184,5.35496578737711,4.12575778909077,4.656131072787991,4.850573147734511,4.843661726783225,4.953648021636274,4.375134932364847
X_4,X,12,1,18.252321028064863,5.40717867800834,4.088131065225922,4.572040588979313,4.9875928458808705,4.906699906358283,4.978127681668766,4.572382198734962
X_5,X,-3,0,4.830770598662214,4.669605523599007,5.198453310922017,4.719250958803044,4.788590753736073,5.187609148715588,4.663016720230836,5.1984222070860175
X_5,X,-2,0,4.992287904066076,4.300067834811872,5.2827029701733155,4.572039361812682,4.836507769090115,5.23926282966022,4.728144472805279,5.043476464233539
X_5,X,-1,0,4.9040116844894746,4.785780187584966,5.162480151588157,4.82902417773405,4.728547449721882,5.241635186782878,4.593912530692548,5.159063873458197
X_5,X,0,1,16.20518269316097,4.365092803885609,5.1346198840917285,4.566449562735658,4.66835530254917,5.05432745644147,4.415181046721724,4.861052247865664
X_5,X,1,1,16.79045477873107,4.65416235318474,5.039092348107685,4.578447673335967,4.711187192022465,5.027613201550741,4.424283353985686,4.9812786143198
X_5,X,2,1,16.90569863381093,5.147348719910171,5.116293881967854,4.43236582975408,4.733056557901791,4.931683188156484,4.454819439198698,4.9575294031723685
X_5,X,3,1,17.285277575273252,5.623448290844954,5.129775341436099,4.492002971885738,4.6306002085494855,4.9828335200315905,4.402120728447633,4.915204081562258
X_5,X,4,1,17.81144050388878,5.652604811135056,5.115839957436824,4.373515322017165,4.712068029966471,5.006479313525964,4.327199995026872,4.9963152987709
X_5,X,5,1,16.962087276544132,5.230543372111186,5.059031674771373,4.5829035718767015,4.687309815160113,5.006054174553119,4.3004437683233565,4.828915023022167
X_5,X,6,1,15.902110819218088,4.837380173914939,5.214505846126411,4.406481473648599,4.730107586430352,4.931653547112082,4.371612232807569,4.922439560833492
X_5,X,7,1,16.796977896063087,4.906424048250095,5.121889215985744,4.353161129840118,4.674264307068843,5.055440090849713,4.4244521554432765,4.835388293057194
X_5,X,8,1,16.686960884259378,4.900427328895252,5.102779947757968,4.4723180735123655,4.70152897016273,5.000045150432871,4.452371549882715,5.0244288163159085
X_5,X,9,1,16.61565364663497,4.933257265005865,5.138197726940416,4.484243472596253,4.699135634543135,4.973764321692576,4.414842568289046,5.044283913409872
X_5,X,10,1,16.3868324855614,4.897504334868372,5.042448792192557,4.463942111301477,4.680666162423234,5.080887403237007,4.35477757613894,4.895387336026504
X_5,X,11,1,17.553502982439465,5.073574719628665,5.10130765806002,4.4581707041995795,4.630919108744451,4.981353762194943,4.424468345914103,4.849962097968543
X_5,X,12,1,18.085250214399217,5.135718462228452,5.107158037004903,4.489297915721123,4.784992814333754,5.036640107193954,4.5049538843058485,4.8296215103998685
X_6,X,-3,0,7.254347871479173,4.782499887272111,5.159093687047314,5.240746237329367,5.003675855927835,5.3155548820765794,4.777590939418174,5.376871634731463
X_6,X,-2,0,7.398484046944044,4.360381683049928,5.098380835391438,5.198599975313857,5.122210221423331,5.309726410482666,5.024029584893718,5.3121047898443985
X_6,X,-1,0,7.593951752654007,4.804643388777001,5.033978978682662,5.366009725996234,5.02300780719328,5.354266675720012,4.80927189716528,5.4955692390512185
X_6,X,0,1,18.73512412519412,4.28406174406016,4.96895805343954,5.089115382729018,4.812815840417302,5.279094939074984,4.715838677369381,5.0442669173682
X_6,X,1,1,19.215662566308826,4.884302995198982,4.942503927546729,5.178535829574806,4.894831347825193,5.1338569067697435,4.712188725036392,5.26259811571045
X_6,X,2,1,19.43761925457081,5.1983912835667425,4.984408349297023,5.103612078186383,4.927612410416269,5.290154339457923,4.605966103595185,5.102889369828751
X_6,X,3,1,19.660966200817796,5.4640684355661495,4.908458731117088,5.136617131862921,4.8788046318308185,5.230833510101551,4.643992320166251,5.182223895728078
X_6,X,4,1,20.551591366206612,5.684074562268308,4.945643107634866,5.0690972825404845,4.958779771263943,5.341979478806407,4.614009874236187,5.25483962751632
X_6,X,5,1,19.65796360668848,5.248031797618632,5.011139188820645,5.0822529402423955,4.898018931262086,5.228108892041889,4.623921414521765,5.035239726435155
X_6,X,6,1,18.482186315587562,4.851832808203674,5.010440528086195,4.976042455137669,4.873118862226272,5.119977171903238,4.58625070611663,5.106726825186039
X_6,X,7,1,19.41800803042124,4.741805094375955,4.882122272711782,5.024201916988392,4.856959405839681,5.287806848684879,4.589424553222238,5.133761748438871
X_6,X,8,1,19.323836491990324,5.094906767536688,4.96535030314143,5.0608403149755485,4.905080022268454,5.248974568677423,4.622491784242362,5.21250873170059
X_6,X,9,1,19.206261298605227,4.734509909619235,4.966763563468121,5.031883197940072,4.94443752822887,5.153484767280417,4.576867372606309,5.2616648258089
X_6,X,10,1,19.055450526542685,5.030586413453042,4.932355103426118,5.11094709215906,4.792284501761815,5.109703814688602,4.586814187472555,5.077701520838042
X_6,X,11,1,19.896774841906176,5.207997084290276,4.972305115449338,5.058685307150195,4.770669976849082,5.213266978933612,4.657323523867822,5.077845438866705
X_6,X,12,1,20.683561823224014,5.130152962927725,4.903838821214541,5.082293835192968,4.892405895964853,5.21181108498574,4.652751662077073,5.130407001881388
X_7,X,-3,0,5.6340395562189585,5.580623813030558,4.63436423122794,5.468579569101403,4.970867861767868,5.417194610248912,5.068997988810348,5.227072987391676
X_7,X,-2,0,5.76575148516777,5.104631049805509,4.650943393488405,5.319076798348234,5.037386823931665,5.342557550511319,5.210508432252572,4.942548929198859
X_7,X,-1,0,5.824536648307296,5.305320627354419,4.55534303156858,5.551150114029193,5.004644654414771,5.366461627565687,5.004468796756851,5.084640397939036
X_7,X,0,1,17.069407026323148,5.0318720910980606,4.619708087831224,5.326997495750761,4.784306437790746,5.236533041426165,4.913236744310689,4.684939222324921
X_7,X,1,1,17.545049541980145,5.579510135217535,4.46445717224812,5.299074366577679,4.9252389728247055,5.257230892539789,4.864258654424171,4.9156551048139425
X_7,X,2,1,17.9097028238908,6.140171928308591,4.517519691238875,5.220782542336699,4.880265812162908,5.224863018747526,4.917577264914698,4.888784555830234
X_7,X,3,1,18.17472255176414,6.294185038861258,4.520407876024583,5.223009361456598,4.959117690113492,5.2007293585719605,4.9896157940715735,4.846921504919267
X_7,X,4,1,18.50462547987076,6.499319976611882,4.49852080733315,5.204337678542074,4.901496420884004,5.2365037492795095,4.841599874300262,5.094139483676728
X_7,X,5,1,18.042521597242274,5.9913409269847175,4.5164383466512765,5.22913094755789,4.82603054511875,5.134049121216518,4.799948777042144,4.633596762052256
X_7,X,6,1,16.80968959249273,5.712428153987589,4.470378849627898,5.26182871938648,4.744066363332112,5.081970005465948,4.8540401948413106,4.809380880876743
X_7,X,7,1,17.83816004937799,5.50182013373042,4.548472214414431,5.151203957746942,4.766723281485188,5.2393717463507725,4.895433747833982,4.758206357896923
X_7,X,8,1,17.717421315204795,5.88571769543206,4.48326003766739,5.232919557893848,4.8500561557963655,5.268222437767634,4.87530234622104,4.883444797349233
X_7,X,9,1,17.36721187313306,5.764981461943251,4.531718180472588,5.2145986646176725,4.873939582014646,5.102761618444935,4.920255888931917,4.87004027680723
X_7,X,10,1,17.133523186091892,5.7357415705547,4.439804098956821,5.241170720590904,4.791969586416634,5.252513943562975,4.820471574969352,4.840878007107291
X_7,X,11,1,18.277449469338226,5.819409337598458,4.554351513715224,5.228441552063912,4.707525551549241,5.163782991428143,4.957855593445027,4.83953705285181
X_7,X,12,1,18.734902066791417,6.012782789585471,4.508456420181997,5.386966780400019,4.864451419093807,5.236690831835992,4.974331776614903,4.838965423697461
X_8,X,-3,0,5.740503596247189,4.719463351438207,4.968103739988913,4.958419469069407,5.028420127668763,4.854020560137363,5.322707598330131,5.008604284334432
X_8,X,-2,0,6.043458358889332,4.615292827178864,4.972926051506917,4.808424267115824,4.96733117414099,5.124534896740387,5.3387547430529265,4.926455409401177
X_8,X,-1,0,6.119646850284455,5.068851608688678,4.9398083015109675,5.039343095397818,5.088690401437694,4.995952389195368,5.178343815426842,5.018116485542571
X_8,X,0,1,17.343192670511375,4.737986450447456,4.874223867355248,4.733944799637982,4.880191198790835,4.8315160593961135,5.033420636353045,4.627869973241222
X_8,X,1,1,17.72622624255628,5.152159660921766,4.828355217026302,4.842191082986271,4.919205185628713,4.901510044122746,4.996081031326562,4.813788124156608
X_8,X,2,1,18.051587126108046,5.396522638377718,4.842157359746282,4.7961536823900515,4.833641447007781,4.927618669712629,4.980786083739467,4.741862588415767
X_8,X,3,1,18.215332894787192,5.820841324649565,4.697473601909029,4.649092501144792,4.938244875337029,4.846485261631132,4.968719245618279,4.607914260062005
X_8,X,4,1,18.66874390244663,5.886974440550667,4.894388114260607,4.741585899741638,4.844112104916895,5.031455119314263,5.007377137440674,4.8493421965667585
X_8,X,5,1,17.782699505728225,5.648377677150492,4.742808732915609,4.648825107926662,4.849648143776263,4.960820949364011,4.997502504016619,4.623779221744808
X_8,X,6,1,16.99211551138211,5.204624975769448,4.830233785743127,4.705154616472975,4.813729677373375,4.805703672652072,4.920590633647761,4.621550011898852
X_8,X,7,1,17.66334439579604,5.009449457211942,4.742857800896243,4.605915579413717,4.787514329733455,4.918433443364278,5.0242046933912095,4.637058735561031
X_8,X,8,1,17.633677263558543,5.313360538690239,4.763162986576873,4.709863387774655,4.856022227127008,4.860416106303866,5.023557638398392,4.72888249099628
X_8,X,9,1,17.47250331282046,5.151261613305672,4.722637669577205,4.763118782172526,4.837537732229447,4.926457826767906,4.989484569794326,4.903790787240882
X_8,X,10,1,17.34516252748037,5.276342865778893,4.808402231405403,4.718259946726326,4.820962625692066,4.890862913607243,4.903189278700756,4.662438719864642
X_8,X,11,1,18.292379550035612,5.594241094210112,4.740094194484224,4.726449785384712,4.7525992588973205,4.88357954789427,4.983541379176493,4.737970869375877
X_8,X,12,1,18.865291014791193,5.547182836113797,4.7805200035908015,4.898352501663176,4.789139701224305,4.884324364558399,5.069977707137699,4.726273720614765
X_9,X,-3,0,4.433680010157041,3.888167954186354,4.904229973938201,5.043009630352175,5.097028482297555,4.938219987426054,5.317612888997737,5.744576731633832
X_9,X,-2,0,4.6045954408934175,3.409838984410686,4.935329656639254,4.830315953545329,5.000679564340432,4.934702386173341,5.420867908451434,5.524658238924474
X_9,X,-1,0,4.765886806171241,3.5746074558005594,4.97095771394741,5.082730238160418,4.90345665946516,4.9846022280038325,5.300547184662138,5.5526748495428455
X_9,X,0,1,16.109765453675937,3.372098921357527,4.829163109548767,4.808265336197086,4.861059787219819,4.859699669082075,5.116101534660792,5.2671232208234375
X_9,X,1,1,16.459444297395773,3.6888255707304243,4.828852399269252,4.795858408006732,4.8363669444642445,4.9077040582719755,5.1337292410681865,5.443613806522764
X_9,X,2,1,16.533276938524907,4.198556175451442,4.895068587335646,4.788139635761968,4.999109918592818,4.845565291481172,5.068766190862974,5.36770107726728
X_9,X,3,1,16.955862305470394,4.514950036782868,4.809819136171117,4.788888905919701,4.853843968568335,4.789337751833565,4.997353466383308,5.388556466823033
X_9,X,4,1,17.332171554374778,4.514907961125674,4.853842632563235,4.835703765951611,4.912839896016738,4.927823938234035,5.033255202965852,5.508212417817848
X_9,X,5,1,16.834415863290943,4.101169566002057,4.847783318040282,4.767138680389772,4.79973891891158,4.855501516988279,4.990415747203703,5.205369642502763
X_9,X,6,1,15.696159199349205,3.7403502222418186,4.815822760205144,4.710597840247762,4.897438219885312,4.799634311155452,5.027912387101216,5.32404521543742
X_9,X,7,1,16.6815289698939,3.7859780510561083,4.814931333328857,4.615461978462464,4.759887758439964,4.800638164293721,5.018688124930509,5.353808335328133
X_9,X,8,1,16.448173207481876,3.983166295856595,4.830888763433733,4.765378872271282,4.866367162334238,4.77712607119376,5.042196965347535,5.435952522691325
X_9,X,9,1,16.121538740708058,3.8901898934205428,4.900951243953872,4.821991882664838,4.862471298047223,4.940435706353951,5.056597107898578,5.4663026019215035
X_9,X,10,1,15.981167948638074,3.9999500517721094,4.805004861409626,4.7195746011987465,4.861172140646226,4.856051700519125,5.03101064352579,5.402689214216722
X_9,X,11,1,17.237463628536297,3.981707223575932,4.6967176455915896,4.8277697856419355,4.754799506672962,4.794661129416819,5.010658083735505,5.233057878598404
X_9,X,12,1,17.696654487812644,4.306112536451187,4.815588182300352,4.681501675472726,4.855831219181108,4.855489599781581,5.0352181565997665,5.3623248964663635
X_10,X,-3,0,4.928367235370917,3.978251769524114,4.98675974225193,5.259372873887444,4.967279053377679,4.637401247841696,5.432529966874028,4.941974944234316
X_10,X,-2,0,5.105788186624077,3.9707225096664116,4.985126268261258,5.185087935557673,5.089770404091209,4.7236837473282485,5.596836861162623,4.822155381941743
X_10,X,-1,0,5.346904997690999,4.196661298967453,5.070494109718041,5.3318630097166695,5.027474317977535,4.680408424218224,5.331970057646304,4.868555359604303
X_10,X,0,1,16.674034185242732,3.780385574035078,4.897140967682496,5.033021465173571,4.788517796047762,4.559498615810002,5.218992145896569,4.56959641414334
X_10,X,1,1,16.868004362221875,4.320397316179533,4.944692252981251,5.08973511541358,4.9456764948145375,4.56023956330706,5.077880917162255,4.777507810689683
X_10,X,2,1,17.140427476605854,4.641648739281299,4.951816752340554,5.02159895035036,4.928668499128327,4.686329434980588,5.09679553898034,4.718833134495971
X_10,X,3,1,17.478396772979778,4.99359126881313,4.901830466568728,4.979179237694808,4.942788914476728,4.661704684601024,5.140723814022203,4.610480644724959
X_10,X,4,1,17.868214541087966,4.970096381989205,4.988217401745117,4.868627031594243,4.924811429344958,4.624238652741087,5.1143417853898026,4.843227988718874
X_10,X,5,1,17.358742809326046,4.508424297069911,4.8770509595587805,4.977916447404741,4.843439554215069,4.638446596536533,5.09352019808126,4.5691850173944
X_10,X,6,1,16.23898358735681,4.384079426675337,4.874458123183287,4.858945852482535,4.885858508111879,4.4955114730459425,5.07254061641186,4.6017593290296634
X_10,X,7,1,17.19652376763343,4.16885919860041,4.88084869587805,4.9788981971120885,4.847911769498674,4.698163473444554,5.1472469327809245,4.564402990134118
X_10,X,8,1,17.048029622600524,4.404847879415081,4.949894682952238,4.987446517443825,4.878951311325057,4.5668644059210655,5.148520287635046,4.689915105381444
X_10,X,9,1,16.7146431155096,4.325589881368865,4.958902270465671,4.993521026371476,4.836079957422488,4.640309451146541,5.1788030248316295,4.74195198287594
X_10,X,10,1,16.559293743822774,4.468200860399724,4.83616212959399,4.95620147157252,4.869826703093858,4.629055939930885,5.034596841609242,4.610568213075738
X_10,X,11,1,17.744933596272844,4.529448725717628,4.961755237809772,4.973805640599597,4.85710834681184,4.604708859329188,5.068053163852696,4.524400687492871
X_10,X,12,1,18.02012982903306,4.792990451269522,4.86781413795348,5.151697414163739,4.877661730591377,4.597306882895385,5.256076948127742,4.742745772499865
X_11,X,-3,0,4.1647826543252,4.951302737656321,5.653270445363755,5.410275129606469,5.311639102058031,5.261634588813118,5.176423867143316,4.824961312137455
X_11,X,-2,0,4.310118884517412,4.6099718808817425,5.634317038698784,5.276422493758779,5.402891244905544,5.249298668988094,5.312298981633531,4.82734891341815
X_11,X,-1,0,4.603904486130228,5.1548353129359095,5.617126868048428,5.394537907341769,5.278608418939886,5.242195515745564,5.277737638146722,4.86180646151505
X_11,X,0,1,15.632916174399064,4.584663799260147,5.54549538533648,5.1240879008998,5.143377143452677,5.070377955445422,5.010206497756579,4.4049091317381
X_11,X,1,1,16.233161127234663,5.143355458622858,5.449955231205404,5.0988967585138605,5.165843012490907,5.156370664593842,5.106571283577385,4.561789472272126
X_11,X,2,1,16.321579910541512,5.64350296819655,5.458531801031505,5.197599464168917,5.215522771662673,5.10910474595457,4.998500619025994,4.544460597592591
X_11,X,3,1,16.594002857902037,5.813937507185063,5.437127128395844,5.160878144518752,5.2328979890551,5.037599137226338,5.108142751297968,4.521088105049312
X_11,X,4,1,17.179664387142846,6.021904374674266,5.387239059977272,5.156712138995996,5.24406095259806,5.093691706904444,4.976857858711235,4.710441245986645
