user_id,sample,event_month,post,Discretionary Spending,Clothing,Entertainment,Restaurants,Travel,Cash Withdrawals
X_2,X,0,1,4.195400130558456,4.415067367489172,5.040999302018474,5.1677159049352035,5.059802435148215,6.5437857279470695
X_2,X,1,1,4.30836252048772,4.44278343115834,5.016260504271449,5.156215691194575,5.014434519914604,6.718987412067172
X_2,X,2,1,4.161539279099819,4.345350657969094,5.1527669975533525,5.17018073516461,4.967509022800234,6.629640683535313
X_2,X,3,1,4.117418050463407,4.278421018413754,5.2257903456183845,5.177142061004152,4.994479645436272,6.672258842680099
X_2,X,4,1,4.3072731258720856,4.332710743069996,5.08154913530663,5.162681271812791,5.060869400612355,6.740982272046421
X_2,X,5,1,4.223356287428765,4.359819182713906,5.031171110025426,5.103916707653013,4.8054604761495705,6.455146363260646
X_2,X,6,1,4.168536908451796,4.218698320944196,5.169138198800912,5.005385906558073,4.975521618818175,6.552902774191665
X_2,X,7,1,4.25322898047476,4.179294372483467,5.115675821212077,5.117404628507083,4.968448410600626,6.649470919040524
X_2,X,8,1,4.211118300800128,4.281076636184499,5.11100773785383,5.157627295613016,5.063199710415586,6.739472279053413
X_2,X,9,1,4.270466156828721,4.269196705101097,5.224169302337144,5.069288585479979,5.0099345884012445,6.77578160565159
X_2,X,10,1,4.205214909408205,4.249952504051409,5.087111521086466,5.132242928723163,4.948055605305813,6.648845850178411
X_2,X,11,1,4.2090160903197065,4.316442000279406,5.112497627375992,5.122257951499934,5.078166949094972,6.617847187423541
X_2,X,12,1,4.169715565475351,4.35307842803259,5.164882313860493,5.167411488727777,5.0764787634548165,6.6222321144928
X_3,X,-3,0,5.680103265343614,4.744889787382117,5.338822630942736,4.909953865864691,4.925257046951138,5.533875088163922
X_3,X,-2,0,5.675040765518634,4.617707152863701,5.298398488834655,4.968661525054899,4.980248364224716,5.554007789777868
X_3,X,-1,0,5.598531578819227,4.723504874942699,5.321454234260023,4.9484868084812,4.872365389238998,5.530805701456809
X_3,X,0,1,5.558220109251867,4.509351587007793,5.097338918494706,4.765045588207448,4.7399153850572775,5.192035556918488
X_3,X,1,1,5.487557588054586,4.568145013499436,5.154195263298801,4.760717446142854,4.640048378608068,5.31157278656819
X_3,X,2,1,5.541080776449648,4.498867146813529,5.119996775304103,4.780506170650935,4.588755181311523,5.199015237274766
X_3,X,3,1,5.4329102368315905,4.473541947996493,5.169094068864919,4.872671484630531,4.734042379546491,5.241391499495424
X_3,X,4,1,5.527881637499077,4.404087837350195,5.1726230337854,4.814470741837046,4.647295326403294,5.358026878815978
X_3,X,5,1,5.554799773606271,4.570851251232214,5.088110683162177,4.7689892598879995,4.635666597971945,5.109327402399303
X_3,X,6,1,5.520037071984733,4.454843925621175,5.108432495512461,4.68025318459028,4.632384907099337,5.194288340555867
X_3,X,7,1,5.581389628283964,4.472177846886345,5.181207813460597,4.720536295638651,4.694775430222423,5.258555526280513
X_3,X,8,1,5.638322594555095,4.443799391314328,5.08156259847598,4.788934041510852,4.584964612170899,5.303100674909556
X_3,X,9,1,5.480875814816527,4.511733994905896,5.150636489373878,4.902712215743848,4.698680590295692,5.340543243210475
X_3,X,10,1,5.473911714326794,4.478810264157411,5.047537030233987,4.890476612075771,4.670131404422454,5.205929643388359
X_3,X,11,1,5.433175721439668,4.591907924290356,5.077821698322388,4.810794489381726,4.591438015446672,5.1794196748459065
X_3,X,12,1,5.539094632880122,4.556563335270322,5.121045417011057,4.810046170400428,4.6577783769172605,5.23226945174253
X_4,X,-3,0,5.076763516454929,5.219795090201547,5.433365037820571,4.453462685795708,4.291907773835381,5.64221433501976
X_4,X,-2,0,5.183185212100049,5.264986459151535,5.363359231620491,4.526257501628783,4.395211712111446,5.607269988825872
X_4,X,-1,0,5.021901642826944,5.371521990029296,5.398728663386924,4.35974197975991,4.1237799889989,5.48687680206125
X_4,X,0,1,4.966677474133721,5.143096529819172,5.250925291649247,4.341383693102054,4.114373691910753,5.2198333380385105
X_4,X,1,1,4.864978693888191,5.134442032084544,5.235010711491411,4.326044216676361,3.919570809630195,5.384382408973615
X_4,X,2,1,4.884924340830707,5.110703044470877,5.244137351349288,4.260684964764698,3.977249568765354,5.305877734854807
X_4,X,3,1,4.887013860992291,5.084976533054437,5.186521136727667,4.362881279856959,4.006430033713567,5.299194769336138
X_4,X,4,1,4.944796297858222,4.955457300908406,5.228124973777086,4.307785059451623,4.0711791712780085,5.4906015885478405
X_4,X,5,1,4.91516154045632,5.057918412566086,5.1701910365599035,4.2766304741044046,3.97365124963436,5.256713796451621
X_4,X,6,1,4.903622758475423,4.978428504997141,5.172054854186863,4.142582895844287,3.8971833615222615,5.327182124321482
X_4,X,7,1,5.012396201531014,4.964767615051556,5.184635287197233,4.313241461808243,4.146886955054951,5.3948171565209835
X_4,X,8,1,4.943751936281911,4.989442394999354,5.125485123031566,4.3678521358744264,3.9951253773679736,5.347725725469371
X_4,X,9,1,4.9078191716438235,5.0031420168486544,5.300164520798074,4.391760941928538,3.992544282566358,5.532835617893756
X_4,X,10,1,4.94401623123833,4.964155206962961,5.271963642907927,4.364624456265299,3.901080606915866,5.309321477045074
X_4,X,11,1,4.896366903186712,5.008079430481158,5.212116316421026,4.383149786104572,3.943014535941232,5.326986872783784
X_4,X,12,1,4.927615687399858,5.08286314784114,5.196187742832501,4.2744794155970744,4.055368996029431,5.287290905128703
X_5,X,-3,0,5.160274272271138,4.926003183035505,4.885492591838256,4.59378752514779,4.628144070659765,5.404863622531875
X_5,X,-2,0,5.122097224942626,4.92341087870509,4.862363018739669,4.495974063945975,4.760237212821675,5.280099860245947
X_5,X,-1,0,5.158214537975993,5.009665114020212,4.902455599505664,4.473142165865752,4.658310344783468,5.267144802924755
X_5,X,0,1,5.022636607499812,4.8272508788412525,4.657505308302597,4.42699039176771,4.5619289751765555,4.998851019436721
X_5,X,1,1,5.067013018493176,4.798395602542551,4.767016185462559,4.508296600012096,4.378032109709469,5.087850850139354
X_5,X,2,1,5.054082019248946,4.784728675973282,4.7690832702353605,4.38601890964341,4.485943824089478,5.089911751143274
X_5,X,3,1,5.0236175159729095,4.767601987440493,4.777406109670555,4.425624320673078,4.487234023512209,5.056067703521897
X_5,X,4,1,5.044951020008834,4.703831721234419,4.795014719411616,4.579988208911472,4.495170569887419,5.211394436304485
X_5,X,5,1,5.085289108998116,4.744477176624354,4.598619749807902,4.345813853433331,4.328074738664541,4.940119938710812
X_5,X,6,1,5.006149331849397,4.808702810889196,4.726872345255003,4.3552631425387585,4.493084613775008,4.8871388474624835
X_5,X,7,1,5.017009140795348,4.73342420496978,4.606596664277803,4.463405871139548,4.488539155090554,5.056931217217838
X_5,X,8,1,5.056867506195233,4.868415588165652,4.7396192893197195,4.478629198294217,4.4886462897388215,5.1152033944396385
X_5,X,9,1,5.056745203717131,4.732076753979988,4.744104288427765,4.432335296640945,4.495563326003153,5.214378718177225
X_5,X,10,1,5.067105410102814,4.699380125332694,4.7070322298021265,4.397279983190086,4.409399671712028,5.07656063756512
X_5,X,11,1,5.053077843722186,4.748772679066551,4.734006272572078,4.464000061919448,4.512286079877019,5.131535403540782
X_5,X,12,1,4.996538952934741,4.762648210109861,4.661589964121581,4.50102038455366,4.564332617533537,5.0649163793673555
X_6,X,-3,0,5.164034774746746,4.448449677564768,6.183352267036147,5.098184008844413,5.148798622126198,5.430154314257095
X_6,X,-2,0,5.23964364449188,4.331694692529252,6.193395748795484,5.098321244982631,5.187483642916881,5.317592887872895
X_6,X,-1,0,5.065361081674169,4.593732992323843,6.204975594879464,5.053266537490242,4.954092178539438,5.230140478356058
X_6,X,0,1,5.101142842358006,4.290921374710232,5.978377944821361,4.899856652384433,4.837908162337939,5.096334388213816
X_6,X,1,1,5.01700474559173,4.242098328694906,6.0705888366041165,4.940974412500229,4.709853065155367,5.110168568623456
X_6,X,2,1,5.018437586649476,4.292065794591482,6.18532379455568,4.990938842465002,4.811252962774704,5.0275570165122625
X_6,X,3,1,5.098652303322404,4.220216398051536,6.10357245440406,4.963404336632114,4.864601635340839,5.05566529135315
X_6,X,4,1,5.001301212815898,4.159912529288792,6.121238326297614,4.967439352430925,4.759055108168588,5.218204823333941
X_6,X,5,1,5.017235452288867,4.302455125779946,5.910327499388763,4.969185933583736,4.827001656927328,4.839213800328939
X_6,X,6,1,4.992849933455894,4.168683433051022,5.982500405072522,4.84571975660807,4.739168605029155,5.070496834120528
X_6,X,7,1,5.056768232817284,4.220833231100519,6.058959593010575,4.868158002426752,4.788471383988457,5.087352040010742
X_6,X,8,1,4.968877922715313,4.252905397859431,6.060859719900506,4.965869550610134,4.89024539571262,5.165096477523648
X_6,X,9,1,5.0019360048689565,4.295221966519024,6.028822823428419,5.005407371334827,4.844352460200865,5.1674059899836475
X_6,X,10,1,5.036290964272016,4.124699797531546,6.109077340768758,4.955365484165465,4.748561246276494,5.09533377324119
X_6,X,11,1,4.984767128632773,4.186832411532634,5.955044531132217,4.944911088554895,4.770675929677632,5.110623021048565
X_6,X,12,1,4.935887842765725,4.372078294765314,6.103426863168544,4.939774935394094,4.847451442961999,5.07284011766695
X_7,X,-3,0,4.996572737232179,5.4661425213754296,4.989704553225734,5.122314085432074,4.82673716579947,4.962328021321833
X_7,X,-2,0,5.002104345440845,5.489030026276344,5.050125840315551,5.076235644460823,4.957986156647956,4.822608549258716
X_7,X,-1,0,5.011595286573299,5.546521760796369,5.098571606197302,5.1087807548515904,4.780995380608767,4.9706617373367425
X_7,X,0,1,4.984456371010705,5.452369444259167,4.785070112764438,4.911172032394154,4.5869529650082885,4.622831740650009
X_7,X,1,1,4.8970655998110315,5.395363750350588,4.926452162554874,4.927381734113272,4.577618003743475,4.6511941332970554
X_7,X,2,1,4.825020986482031,5.304066710727445,4.878320161682153,4.997832970561331,4.540723949451475,4.823146291381336
X_7,X,3,1,4.835848543831621,5.340892747193005,4.894195935321958,5.010166374701389,4.5894120025811835,4.677627678871735
X_7,X,4,1,4.999186875701016,5.296847946022028,5.014577490645304,4.969992059474644,4.556444469368224,4.910067219921242
X_7,X,5,1,4.8398342958981875,5.432273368908108,4.912501421103793,4.897027541936225,4.559814280845848,4.6001549106208035
X_7,X,6,1,4.882273146898436,5.223139705013738,4.850756965539777,4.882774948953363,4.55447222243807,4.6225607930170005
X_7,X,7,1,4.860067698834239,5.204883723072756,4.876123716881318,4.965680167995131,4.606183416289624,4.725566224417198
X_7,X,8,1,4.912878756515021,5.354609944969683,4.903605538758087,4.912102834055139,4.639674804849702,4.761911572497622
X_7,X,9,1,4.874761590647345,5.287813512217245,4.8630609973106065,5.037808523397584,4.576216136200239,4.825602223008098
X_7,X,10,1,4.862598567594099,5.3031387479830485,4.9440280146298194,4.949348644320071,4.542999932740122,4.628413423704214
X_7,X,11,1,4.83945783741596,5.356192334834829,4.878220512912705,4.901213449647765,4.660981700171749,4.586796823028491
X_7,X,12,1,4.871839066579509,5.379664388094552,4.999462718548706,4.9649786195565175,4.689786120866504,4.5872491694876185
X_8,X,-3,0,5.248470039115592,5.426673469789736,5.018866868567674,5.615409411388561,4.82033438223635,5.678530718735127
X_8,X,-2,0,5.132515792079836,5.350726167368693,4.993919469085998,5.526807590208466,4.82114873661221,5.566283841837584
X_8,X,-1,0,5.14179088856529,5.536526134438545,5.108667019278417,5.492822485495736,4.740571894873644,5.643974277881515
X_8,X,0,1,5.051051947452008,5.328556372420048,4.805005893559597,5.451860674841879,4.549678385360466,5.379296283293198
X_8,X,1,1,5.03798356513002,5.447580404807264,4.8692549954251465,5.396190339782585,4.500198748628576,5.426899864134778
X_8,X,2,1,4.991655776569303,5.324266224367097,4.982167207037205,5.374202872845203,4.469737996294603,5.4482444979121105
X_8,X,3,1,4.9359139807205805,5.2564619886994945,4.931288145680277,5.356952981782815,4.618731035016317,5.494467603747567
X_8,X,4,1,4.99288569841041,5.17543031981492,4.955435264173958,5.479463027032027,4.514282988583456,5.655183947031108
X_8,X,5,1,5.014677771559926,5.194900535584797,4.792176033236986,5.34619368553558,4.4496994263061245,5.37440161326868
X_8,X,6,1,4.9776445679828205,5.206004795393664,4.870320849834075,5.412159851205081,4.6077023962434955,5.298130281446775
X_8,X,7,1,4.979053160808718,5.217023441665172,4.875236569119028,5.485075553819478,4.530552184216112,5.386709115553438
X_8,X,8,1,5.0530578744692445,5.2802505768408645,4.93216610369758,5.4781038890880405,4.594689509429272,5.5431384996150745
X_8,X,9,1,5.082633082486505,5.2772508921912005,4.89278609062187,5.4500758718543425,4.561681223275231,5.483826936543429
X_8,X,10,1,5.031958798378274,5.175148457195351,4.882579235784453,5.4966627806630415,4.470910728350809,5.3869955475005975
X_8,X,11,1,4.945532325885633,5.30212807611308,4.8834162036947655,5.4909029236979485,4.505966863202164,5.3756312364759875
X_8,X,12,1,5.045994317120167,5.373688061799892,4.906377218018365,5.426691263821193,4.591750600435641,5.404004176250608
X_9,X,-3,0,4.836535524170978,5.020885651209965,5.508869782566307,4.515602944047696,5.144761038535155,4.646652079476763
X_9,X,-2,0,4.769023216390075,5.111102849921183,5.484415179909073,4.416802052463466,5.218485559576105,4.524836881312782
X_9,X,-1,0,4.7357215518682,5.212462818814122,5.539005910618446,4.468538418757634,4.952469617139894,4.64356245894442
X_9,X,0,1,4.729293251622669,4.942086203260184,5.449147724732269,4.333238111978163,4.790208578527201,4.265344189036351
X_9,X,1,1,4.664503891906961,4.9892119689152885,5.38475407203707,4.394345120120184,4.793907865863916,4.472127822734076
X_9,X,2,1,4.662675633805107,4.97290978802856,5.423952142248771,4.37958001125216,4.864973201085048,4.3923250205312785
X_9,X,3,1,4.638919330718113,4.9435026229557755,5.426641933414959,4.4221925381738965,4.861998052359077,4.421945453302887
X_9,X,4,1,4.632963577621772,4.9370920180946944,5.434807977397669,4.3452035951885675,4.8128900578189775,4.465887009656669
X_9,X,5,1,4.708815370174172,4.8544137974840345,5.334506703269147,4.242265313747193,4.7538695211109845,4.108745626198965
X_9,X,6,1,4.56758805155045,4.885065729256369,5.406105882862428,4.328015228383719,4.758136029916978,4.267554024723314
X_9,X,7,1,4.646603065770208,4.759126761989527,5.411985790018243,4.390610464823254,4.8154366283819545,4.351283884480139
X_9,X,8,1,4.677202333122113,4.77495825302794,5.374457005803856,4.37264313789458,4.816403836578692,4.415884577886115
X_9,X,9,1,4.746667519067212,4.929087139512504,5.368256925440746,4.425371489362278,4.896452608902738,4.516171276676052
X_9,X,10,1,4.6597647112207445,4.814698157563875,5.411727040610565,4.406416619565558,4.831244498074825,4.361698182614512
X_9,X,11,1,4.709260828490702,4.8902832358711255,5.412685578211602,4.34662233052909,4.950247880704701,4.275480201625935
X_9,X,12,1,4.7635813828829985,4.9569405356222855,5.374244974749163,4.342548058591754,4.870467471663722,4.36114788985051
X_10,X,-3,0,5.26331791792616,4.719151564366623,5.01849860250603,6.029995551046011,5.850902758179188,5.1347326311431365
X_10,X,-2,0,5.301378900148013,4.665509795015847,4.98366338075454,6.189834517470434,5.9324833019002385,5.044943090826525
X_10,X,-1,0,5.282640334945748,4.845504913161318,5.062019088442402,6.058190966162485,5.8677056267219205,5.1662364113619805
X_10,X,0,1,5.1727863790207085,4.607332994905043,4.84043884779018,5.89231557145672,5.73759860253665,4.937166402544388
X_10,X,1,1,5.120139608942273,4.61294017470258,4.872524213183646,5.974168867597127,5.626256327358084,4.934580666440113
X_10,X,2,1,5.150140040468177,4.591786448993679,4.88500271159923,5.922604462701627,5.672356520582772,4.795734703805512
X_10,X,3,1,5.148856029036355,4.406164309091805,4.849700656799352,5.915151684574625,5.59903751126431,4.976203174205942
X_10,X,4,1,5.128032683952155,4.480475192117246,4.88547667492555,6.024987220667088,5.607612679603369,5.004012223627587
X_10,X,5,1,5.2012310849901064,4.478462168872644,4.729993608936522,5.899729421257636,5.648809574582071,4.840672921942691
X_10,X,6,1,5.113985137297356,4.445687112814789,4.8017409513086395,5.994972578483974,5.622868357661933,4.85966391719657
X_10,X,7,1,5.182931916719341,4.4450894559820355,4.774870596578474,5.921317686851683,5.620191522079653,4.916300723011524
X_10,X,8,1,5.187799221199598,4.4957472923210755,4.874454707730288,5.987099350300503,5.66770334456616,4.898251800610411
X_10,X,9,1,5.187234127752873,4.53047442182561,4.897723209362492,5.836322410396248,5.728190320289392,5.031182353429258
X_10,X,10,1,5.196826884854625,4.411154701674434,4.858461399122637,5.91846440114725,5.552583137015565,4.993863402530355
X_10,X,11,1,5.131883623979582,4.544021641689697,4.841326090403946,5.945919273704562,5.6512925303075345,4.8964098849603275
X_10,X,12,1,5.281588523279663,4.56026905817903,4.867877656205257,6.003667899106312,5.739047881698255,4.967513350115035
X_11,X,-3,0,5.3161581936849425,4.4449356641499325,5.832783626923061,4.45792334120242,5.232003296072449,4.64553879006602
X_11,X,-2,0,5.32715727925006,4.396701902049177,5.896189290596779,4.405446912733806,5.31118773611201,4.557920712105866
X_11,X,-1,0,5.314486935846593,4.57728288430034,5.7992129867989215,4.443106126164233,5.092664141405323,4.573641027369395
X_11,X,0,1,5.184551356669832,4.206494999505043,5.716441019311796,4.28447923607474,4.9017481151467015,4.165192569310136
X_11,X,1,1,5.177417023630117,4.242343053964384,5.758816524157367,4.367318157957787,4.9069102153606305,4.485483865257536
X_11,X,2,1,5.258453385364172,4.232255974459328,5.561745480406869,4.411374432120193,4.851839109281337,4.260592137642476
X_11,X,3,1,5.200493632615075,4.330485163951723,5.765929407076073,4.355022759493274,4.981055449702781,4.365532852929337
X_11,X,4,1,5.24731154050393,4.192557114833227,5.721925821348142,4.35369764709568,4.8536195031761835,4.458828321146982
X_11,X,5,1,5.1247172703048225,4.2135805622950215,5.587286210793002,4.221647837629867,4.870312440177191,4.272462189307551
X_11,X,6,1,5.235280941314708,4.0999725134536,5.597234359322031,4.293865862890067,4.842193362942601,4.23163041749047
X_11,X,7,1,5.2168677159658206,4.100080320891577,5.621984541457846,4.220126028744746,4.881249350421956,4.338851171697448
X_11,X,8,1,5.129715424338008,4.230521280532779,5.6657338762042135,4.374451801211514,4.962513439322749,4.471069096489013
X_11,X,9,1,5.205626336146988,4.207027266578496,5.6828306413021625,4.363992204942476,4.913760736135802,4.444891659550516
X_11,X,10,1,5.164265526624255,4.145352497757211,5.586585502560563,4.4143061406500035,4.809124570849952,4.2682168151005255
X_11,X,11,1,5.163444747736133,4.293243762481981,5.611968282235946,4.339214407124342,4.897643201407323,4.296811783101512
X_11,X,12,1,5.177597758351605,4.385755000023428,5.627335845199072,4.322318339002007,5.003006576666122,4.333552029862896
X_12,X,-3,0,4.879481581310754,4.866599501154333,5.017491633571992,5.0654844660684715,5.441755829998969,6.187217341067879
X_12,X,-2,0,5.011241211264967,4.827410238047888,5.070354889948819,5.047918830342183,5.592983171348081,5.995082482790558
X_12,X,-1,0,4.888272124863713,4.964351813598644,4.979441858736255,4.875301985847643,5.433643731810417,6.016762839242744
X_12,X,0,1,4.839045466150683,4.707294867823106,4.858449747600278,4.868175447266203,5.182252776268882,5.773964329288055
X_12,X,1,1,4.85873962018481,4.754607599198727,4.965534355331441,4.837449949654058,5.236688965609535,5.85247304691279
X_12,X,2,1,4.825272516187232,4.7588899197039085,4.918843535611874,4.750465319531788,5.260407599599259,5.754575775950427
X_12,X,3,1,4.7317948674937105,4.669894268060048,4.865129238860066,4.888303657946278,5.336505064427168,5.835718406841035
X_12,X,4,1,4.742740532327517,4.669269227648547,4.982560620988514,4.863584844867751,5.33790603539654,5.974927392765394
X_12,X,5,1,4.806958626385647,4.709633826923162,4.84858278122867,4.768875507366729,5.227344992231885,5.733096616635405
X_12,X,6,1,4.7380566975357485,4.618528002455398,4.7600954673343905,4.771898565531384,5.166771228088762,5.617616971148052
X_12,X,7,1,4.796785100787694,4.779739626004926,4.82160219041256,4.828423537908338,5.246031026324833,5.800317018136119
X_12,X,8,1,4.843309994710534,4.700575922923855,4.885275351693149,4.862583889495556,5.248535035715302,5.934863618272502
X_12,X,9,1,4.7786081827263756,4.697302392158645,4.908731228168075,4.791575600096205,5.243348616265911,5.924805550963466
X_12,X,10,1,4.841650948852725,4.708824561777285,4.860654388052297,4.867387314145771,5.27144993584832,5.813152016113269
X_12,X,11,1,4.787873801553315,4.68949783851578,4.778650052835786,4.761237763968023,5.231463948289491,5.755912935646403
X_12,X,12,1,4.810188666806002,4.811574287851124,4.888380797086601,4.830824081377066,5.305163279137961,5.696488172477983
X_13,X,-3,0,4.519660159544112,5.00249252898169,4.402586001439551,5.2931100664422,5.734705282994802,5.594257441524252
X_13,X,-2,0,4.53092346216356,4.856477033257967,4.423181327631939,5.340116666005773,5.917222324659166,5.5689132395879755
X_13,X,-1,0,4.587810009862689,4.933711323716698,4.257456571834348,5.356680360560065,5.647031481251078,5.548142655754024
X_13,X,0,1,4.391826651787654,4.687857200260191,4.242225764989685,5.2379221230132345,5.536549896135512,5.1298288112414125
X_13,X,1,1,4.3930200806779975,4.82754642240932,4.181207050140739,5.199132360987059,5.5546099237131985,5.388345500828712
X_13,X,2,1,4.42631132151133,4.699302775095115,4.32498120366267,5.162037886346754,5.534010189196351,5.282717527894998
X_13,X,3,1,4.3381681905310465,4.663716086437848,4.2665053255832746,5.28554978900522,5.496780359025281,5.228702855954821
X_13,X,4,1,4.493890819465302,4.667490038281599,4.26169899164645,5.281959599367906,5.475094639185006,5.550681411526004
X_13,X,5,1,4.454228596657585,4.693560651731907,4.323018039242721,5.119678618847935,5.512480184772314,5.204345554868983
X_13,X,6,1,4.465419367560562,4.756031781975535,4.226752836032734,5.082293471480793,5.528374023318805,5.195495157361052
X_13,X,7,1,4.501001665466954,4.654782988693329,4.17688655101384,5.1691983802913475,5.458019101695363,5.260800223923126
X_13,X,8,1,4.480352998487843,4.675111508190623,4.192807079445348,5.246797002624466,5.624660623904998,5.425328591381912
X_13,X,9,1,4.460134687380913,4.690116467710719,4.1840620952423535,5.285031047595877,5.509241424229741,5.416839275025906
X_13,X,10,1,4.4767420101830755,4.705767722609226,4.257947017183526,5.308214482243157,5.453199504652841,5.33577293225272
X_13,X,11,1,4.413182959335477,4.761385836082355,4.281576049900072,5.175356152812583,5.572290220124331,5.323006292714148
X_13,X,12,1,4.412084666613478,4.735995738772242,4.212912168878394,5.081646535529302,5.688185772668865,5.2442205075625745
X_14,X,-3,0,4.881017102517793,4.875722347579954,5.1412687925953735,5.498235885070648,5.454785491761784,4.745205170018021
X_14,X,-2,0,4.942517251640484,4.840267042929805,5.182754426839736,5.383027008871856,5.580221141767504,4.57589343602594
X_14,X,-1,0,4.872942354119626,4.970911550993294,5.205617502476232,5.418932185106451,5.395678394809821,4.743572027947293
X_14,X,0,1,4.821410847181542,4.841677505764559,5.001978831186128,5.219830468311858,5.2679038252350985,4.37751919995967
X_14,X,1,1,4.843860825911251,4.775252417619037,5.006780549705362,5.23665369445518,5.209785581315571,4.4159352580050655
X_14,X,2,1,4.750347015716877,4.71102227027657,5.107198574122121,5.297602182760798,5.140442591078113,4.4506914141265375
X_14,X,3,1,4.779204762539396,4.61110420483957,5.027002490570904,5.308603016006108,5.19099182852576,4.440875302407724
X_14,X,4,1,4.773325780776725,4.632569972250891,5.009328740014446,5.315995691253478,5.206355812071261,4.539819623110942
X_14,X,5,1,4.865721380768784,4.631611540774809,4.984937585192145,5.304498147863303,5.06931845753322,4.200420840116492
X_14,X,6,1,4.683090372478609,4.674722555226898,4.956110441609929,5.355778570553062,5.142024364247003,4.337688845875382
X_14,X,7,1,4.836478685835508,4.681897994463495,5.056778527736371,5.328286917799306,5.241439870470445,4.43808762817559
X_14,X,8,1,4.818291242015445,4.614034064239113,4.962793404733435,5.3276998833991005,5.221727513053626,4.465799878249167
